27	44	98	255
27	46	101	255
28	48	104	255
28	50	107	255
29	52	110	255
29	53	112	255
29	55	115	255
30	57	118	255
30	59	121	255
30	61	124	255
31	63	127	255
31	65	130	255
32	67	133	255
32	68	135	255
32	70	138	255
33	72	141	255
33	74	144	255
33	76	147	255
34	78	150	255
34	80	153	255
35	82	156	255
35	83	158	255
35	85	161	255
36	89	167	255
38	92	169	255
40	95	171	255
42	98	173	255
45	102	175	255
47	105	177	255
49	108	179	255
51	111	181	255
53	114	183	255
55	117	185	255
57	120	187	255
59	123	189	255
62	127	192	255
64	130	194	255
66	133	196	255
68	136	198	255
70	139	200	255
72	142	202	255
74	145	204	255
76	148	206	255
79	152	208	255
81	155	210	255
83	158	212	255
87	164	216	255
90	166	217	255
93	169	219	255
96	171	220	255
99	173	221	255
102	175	222	255
105	178	224	255
107	180	225	255
110	182	226	255
113	184	228	255
116	187	229	255
119	189	230	255
122	191	232	255
125	193	233	255
128	196	234	255
131	198	235	255
134	200	237	255
137	202	238	255
140	205	239	255
142	207	241	255
145	209	242	255
148	211	243	255
151	214	244	255
157	218	247	255
159	219	247	255
162	220	247	255
164	221	247	255
167	222	247	255
169	222	247	255
172	223	248	255
174	224	248	255
176	225	248	255
179	226	248	255
181	227	248	255
184	228	248	255
186	229	248	255
188	229	248	255
191	230	248	255
193	231	248	255
196	232	248	255
198	233	248	255
201	234	249	255
203	235	249	255
205	236	249	255
208	236	249	255
210	237	249	255
215	239	249	255
217	240	249	255
218	240	250	255
220	241	250	255
222	242	250	255
223	242	250	255
225	243	251	255
227	244	251	255
228	244	251	255
230	245	251	255
232	246	252	255
233	246	252	255
235	247	252	255
237	248	252	255
238	248	253	255
240	249	253	255
242	250	253	255
243	250	253	255
245	251	254	255
247	252	254	255
248	252	254	255
250	253	254	255
252	254	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	255	255	255
255	254	251	255
255	253	247	255
255	253	243	255
255	252	238	255
254	251	234	255
254	250	230	255
254	249	226	255
254	248	222	255
254	248	218	255
254	247	213	255
254	246	209	255
254	245	205	255
253	244	201	255
253	243	197	255
253	243	193	255
253	242	188	255
253	241	184	255
253	240	180	255
253	239	176	255
253	238	172	255
252	238	168	255
252	237	163	255
252	235	155	255
252	233	151	255
252	230	146	255
252	228	142	255
252	225	138	255
252	223	133	255
253	220	129	255
253	218	124	255
253	215	120	255
253	213	116	255
253	210	111	255
253	208	107	255
253	206	103	255
253	203	98	255
253	201	94	255
253	198	89	255
253	196	85	255
253	193	81	255
254	191	76	255
254	188	72	255
254	186	68	255
254	183	63	255
254	181	59	255
254	176	50	255
254	173	50	255
253	170	49	255
253	167	49	255
253	164	49	255
252	161	48	255
252	159	48	255
251	156	47	255
251	153	47	255
251	150	47	255
250	147	46	255
250	144	46	255
250	141	46	255
249	138	45	255
249	135	45	255
248	132	44	255
248	129	44	255
248	126	44	255
247	124	43	255
247	121	43	255
247	118	43	255
246	115	42	255
246	112	42	255
245	106	41	255
244	103	41	255
242	100	41	255
241	97	41	255
239	94	41	255
238	90	41	255
237	87	41	255
235	84	41	255
234	81	41	255
232	78	41	255
231	75	41	255
229	72	41	255
228	69	41	255
227	65	40	255
225	62	40	255
224	59	40	255
222	56	40	255
221	53	40	255
220	50	40	255
218	47	40	255
217	44	40	255
215	40	40	255
214	37	40	255
211	31	40	255
208	31	39	255
206	30	39	255
203	30	38	255
200	29	38	255
197	29	37	255
195	29	36	255
192	28	36	255
189	28	35	255
187	27	34	255
184	27	34	255
181	26	33	255
179	26	33	255
176	26	32	255
173	25	31	255
170	25	31	255
168	24	30	255
165	24	29	255
162	24	29	255
160	23	28	255
157	23	28	255
154	22	27	255
151	22	26	255
146	21	25	255
