55.9999992	124.0000001	188.0000046	255
71.3076951	132.6923151	188.230772	255
86.6153859	141.3846225	188.4615419	255
101.9230793	150.0769299	188.6923118	255
117.2307701	158.7692373	188.9230817	255
132.5384685	167.4615447	189.153849	255
147.8461593	176.1538521	189.3846189	255
163.1538527	184.846157	189.6153888	255
178.4615435	193.5384644	189.8461587	255
193.7692343	202.2307718	190.0769261	255
209.0769251	210.9230792	190.307696	255
224.3846184	219.6153866	190.5384659	255
239.6923092	228.307694	190.7692358	255
255	237.0000014	191.0000031	255
254.0444436	234.6444465	186.7555562	255
253.0888847	232.2888917	182.5111067	255
252.1333283	229.9333368	178.266675	255
251.1777846	227.5777845	174.0222255	255
250.2222282	225.2222297	169.7777786	255
249.2666693	222.8666748	165.5333291	255
248.3111129	220.51112	161.2888974	255
247.3555539	218.1555498	157.0444479	255
246.3999975	215.7999975	152.800001	255
245.4444411	213.4444427	148.5555515	255
244.4888822	211.0888878	144.3111198	255
243.5333411	208.733333	140.0666703	255
242.5777821	206.3777781	135.8222234	255
241.6222257	204.0222233	131.5777739	255
240.6666668	201.666671	127.3333346	255
239.7111104	199.3111161	123.0888927	255
238.7555514	196.9555613	118.8444432	255
237.799995	194.6000064	114.6000039	255
236.8444514	192.2444516	110.3555544	255
235.888895	189.8888967	106.1111151	255
234.9333386	187.5333444	101.8666656	255
233.9777796	185.1777896	97.6222263	255
233.0222232	182.8222194	93.3777768	255
232.0666643	180.4666646	89.1333375	255
231.1111079	178.1111097	84.888888	255
230.1555489	175.7555574	80.6444487	255
229.2000078	173.4000026	76.3999992	255
228.2444489	171.0444477	72.1555599	255
227.2888925	168.6888929	67.9111104	255
226.3333361	166.333338	63.666666	255
225.3777771	163.9777832	59.4222216	255
224.4222207	161.6222309	55.1777772	255
223.4666618	159.266676	50.9333328	255
222.5111207	156.9111212	46.6888884	255
221.5555617	154.5555663	42.444444	255
220.6000053	152.2000115	38.1999996	255
219.6444464	149.8444566	33.9555552	255
218.68889	147.488889	29.7111108	255
217.7333336	145.1333342	25.46666666	255
216.7777746	142.7777793	21.22222226	255
215.8222182	140.4222245	16.97777786	255
214.8666746	138.0666696	12.73333346	255
213.9111182	135.7111173	8.4888888	255
212.9555592	133.3555625	4.2444444	255
212.0000028	131.0000076	0	255
